"Test Number"|"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Kingdom "|" Species Phylum "|" Species Sub Phylum "|" Species Superclass "|" Species Class "|" Species Order "|" Species Family "|" Species Genus "|" Species "|" Variety"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Age Units"|"Organism Source"|" Organism Initial Weight Mean Op "|" Organism Initial Weight Mean "|" Organism Initial Weight Min Op "|" Organism Initial Weight Min "|" Organism Initial Weight Max Op "|" Organism Initial Weight Max "|" Organism Initial Weight Units"|Gender|"Organism Comment"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|"Conc 1 Type (Standardized) "|" Conc 1 Mean Op (Standardized) "|" Conc 1 Mean (Standardized) "|" Conc 1 Min Op (Standardized) "|" Conc Min 1 (Standardized) "|" Conc 1 Max Op (Standardized) "|" Conc 1 Max (Standardized) "|" Conc 1 Units (Standardized) "|" Conc 2 Type (Standardized) "|" Conc 2 Mean Op (Standardized) "|" Conc 2 Mean (Standardized) "|" Conc 2 Min Op (Standardized) "|" Conc Min 2 (Standardized) "|" Conc 2 Max Op (Standardized) "|" Conc 2 Max (Standardized) "|" Conc 2 Units (Standardized) "|" Conc 3 Type (Standardized) "|" Conc 3 Mean Op (Standardized) "|" Conc 3 Mean (Standardized) "|" Conc 3 Min Op (Standardized) "|" Conc Min 3 (Standardized) "|" Conc 3 Max Op (Standardized) "|" Conc 3 Max (Standardized) "|" Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|"EE Comment"|Endpoint|"Response Site"|"Statistical Significance "|" Significance Level Mean Op "|" Significance Level Mean "|" Significance Level Min Op "|" Significance Level Min "|" Significance Level Max Op "|" Significance Level Max"|" Observed Duration Mean Op (Days) "|" Observed Duration Mean (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Chemical Formulation"|"Chemical Comment"|"Species NCBI TaxID"|Control|"Test Type"|Doses|"Experimental Design"|"Other Effects"|"Result Comment"|" Temperature Mean Op "|" Temperature Mean "|" Temperature Min Op "|" Temperature Min "|" Temperature Max Op "|" Temperature Max "|" Temperature Units"|" Dissolved Oxygen Mean Op "|" Dissolved Oxygen Mean "|" Dissolved Oxygen Min Op "|" Dissolved Oxygen Min "|" Dissolved Oxygen Max Op "|" Dissolved Oxygen Max "|" Dissolved Oxygen Units"|" pH Mean Op "|" pH Mean "|" pH Min Op "|" pH Min "|" pH Max Op "|" pH Max"|" Conductivity Mean Op "|" Conductivity Mean "|" Conductivity Min Op "|" Conductivity Min "|" Conductivity Max Op "|" Conductivity Max "|" Conductivity Units"|"General Comments"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
1219106|7440508|Copper|Analytical grade|Measured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Flow-through|Fresh water|Lab|NR|Total|~|100/||NR/||NR/|ug/L|||||||||||||||||Total|~|0.1||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|117530|Concurrent control|Not coded||6 HOUR HYDRAULIC RETENTION TIME|RETENTION TIME EFCTS, ORGANIC CARBON EFCT| CONC/FROM GRAPH//|||||||NR|||||||NR||8.0*|||||||||||NR|   CONC/FROM GRAPH//|Kim,S.D., H. Ma, H.E. Allen, and D.K. Cha|20651|Influence of Dissolved Organic Matter on the Toxicity of Copper to Ceriodaphnia dubia:  Effect of Complexation Kinetics|Environ. Toxicol. Chem.18(11): 2433-2437|1999|
1100695|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|37.3 UG DRY WT|Renewal|Fresh water|Lab|NR|Total||40||36||44|ug/L|||||||||||||||||Total||0.04||0.036||0.044|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|35525|Concurrent control|Not coded||FED|| ||19*|||||C|||||||SAT||||8.0||8.4|||||||NR|   |Lazorchak,J.M., and W.T. Waller|7270|The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight|Environ. Toxicol. Chem.12:903-911|1993|
1219120|7440508|Copper|Analytical grade|Measured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Flow-through|Fresh water|Lab|NR|Total||NR/|>|25/|<|50/|ug/L|||||||||||||||||Total||NR|>|0.025|<|0.05|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|117530|Concurrent control|Not coded||1 HOUR HYDRAULIC RETENTION TIME|RETENTION TIME EFCT, ORGANIC CARBON EFCT| CONC/FROM GRAPH//|||||||NR|||||||NR||8.0*|||||||||||NR|   CONC/FROM GRAPH//|Kim,S.D., H. Ma, H.E. Allen, and D.K. Cha|20651|Influence of Dissolved Organic Matter on the Toxicity of Copper to Ceriodaphnia dubia:  Effect of Complexation Kinetics|Environ. Toxicol. Chem.18(11): 2433-2437|1999|
1252432|7440508|Copper|Not coded|Unmeasured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Flow-through|Fresh water|Lab|8|Total|<|60||NR||NR|ug/L|||||||||||||||||Total|<|0.06||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/COPPER CONCENTRATION FROM GRAPH//|LC50|Not reported|Not applicable||NR||NR||NR||1||NR||NR|Day(s)|Not coded|COPPER|117530|Concurrent control|Not coded|||| ORG C/10mg/L POMDNUM/8//24 HOUR HYDRAULIC RETENTION TIME//||25|||||C|||||||NC||8.0|||||||||||NC|   ORG C/10mg/L POMDNUM/8//24 HOUR HYDRAULIC RETENTION TIME//|Kim,S.D., M.B. Gu, H.E. Allen, and D.K. Cha|72957|Physicochemical Factors Affecting the Sensitivity of Ceriodaphnia dubia to Copper|Environ. Monit. Assess.70(1-2): 105-116|2001|
1223022|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia pulex|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|pulex||Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Dissolved||37||35||38|ug/L|||||||||||||||||Dissolved||0.037||0.035||0.038|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|6669|Concurrent control|Not coded|||CONTINUOUS MAXIMUM CRITERION, FINAL ACUTE VALUE| ||20|||||C|||||||NR|||||||||||||NR|   |Dobbs,M.G., J.L. Farris, R.J. Reash, D.S. Cherry, and J.,Jr. Cairns|45214|Evaluation of the Resident-Species Procedure for Developing Site-Specific Water Quality Criteria for Copper in Blaine Creek, Kentucky|Environ. Toxicol. Chem.13(6): 963-971|1994|
1193502|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Not reported||NR||2||3|Week(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Labile||41.8||37||47|ug/L|||||||||||||||||Labile||0.0418||0.037||0.047|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||10||NR||NR|Day(s)|Not reported|FO, COPPERSULFATE/|294128|Concurrent control|Not coded|||SEDIMENT LC50S| CHAR/(CUSO4.3CU(OH)2.H20)//ANALYSIS/ATOMIC ABSORPTION// ||20|||||C||8.5|||||mg/L||||6.9||7.0||30|||||umhos/cm|   CHAR/(CUSO4.3CU(OH)2.H20)//ANALYSIS/ATOMIC ABSORPTION// |Deaver,E., and J.H.,Jr. Rodgers|17367|Measuring Bioavailable Copper Using Anodic Stripping Voltammetry|Environ. Toxicol. Chem.15(11): 1925-1930|1996|
1051223|7440508|Copper|Not reported|Unmeasured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Neonate||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Total||249||219||608|ug/L|||||||||||||||||Total||0.249||0.219||0.608|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/PROBIT////|LC50|Not reported|Not applicable||NA||NA||NA||6||NR||NR|Day(s)|Not reported|NR|117530|Insufficient|Not coded|||| ||25|||||C||8.6||7.9||9.1|mg/L||8.4||8.2||8.6||514||350||650|umhos/cm|   |Cowgill,U.M., and D.P. Milazzo|3525|Comparison of the Effect of Metallic Copper and Copper Nitrate (Cu(NO3)2.3H2O) on Ceriodaphnia dubia Utilizing the Three-Brood Test|Bull. Environ. Contam. Toxicol.46(1): 141-145|1991|
1100686|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|12.2(11.4-13.0) UG WET WT|Renewal|Fresh water|Lab|NR|Total||39.1||35||44|ug/L|||||||||||||||||Total||0.0391||0.035||0.044|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|35525|Concurrent control|Not coded||UNFED|| NR||19*|||||C|||||||SAT||||8.0||8.4|||||||NR|   NR|Lazorchak,J.M., and W.T. Waller|7270|The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight|Environ. Toxicol. Chem.12:903-911|1993|
1051220|7440508|Copper|Not reported|Unmeasured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Neonate||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Total||327||219||608|ug/L|||||||||||||||||Total||0.327||0.219||0.608|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/PROBIT////|LC50|Not reported|Not applicable||NA||NA||NA||3||NR||NR|Day(s)|Not reported|NR|117530|Insufficient|Not coded|||| ||25|||||C||8.6||7.9||9.1|mg/L||8.4||8.2||8.6||514||350||650|umhos/cm|   |Cowgill,U.M., and D.P. Milazzo|3525|Comparison of the Effect of Metallic Copper and Copper Nitrate (Cu(NO3)2.3H2O) on Ceriodaphnia dubia Utilizing the Three-Brood Test|Bull. Environ. Contam. Toxicol.46(1): 141-145|1991|
1113652|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Neonate||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Total||31||28||35|ug/L|||||||||||||||||Total||0.031||0.028||0.035|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|117530|Not reported|Not coded||WATER FROM NEW RIVER, VIRGINIA|PH| ||25*|||||C|||||||NR||9||||||115.7*|||||umhos/cm|   |Belanger,S.E., and D.S. Cherry|8661|Interacting Effects of pH Acclimation, pH, and Heavy Metals on Acute and Chronic Toxicity to Ceriodaphnia dubia (Cladocera)|J. Crustac. Biol.10(2): 225-235|1990|
1048171|7440508|Copper|Not reported|Unmeasured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Adult||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||71||59||87|ug/L|||||||||||||||||Total||0.071||0.059||0.087|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|117530|Concurrent control|Not coded|||CULTURE, WATER HARDNESS, DIET EFCTS| |||||||NR|||||||NR||8.15||||||115.7|||||umhos/cm|   |Belanger,S.E., J.L. Farris, and D.S. Cherry|3110|Effects of Diet, Water Hardness, and Population Source on Acute and Chronic Copper Toxicity to Ceriodaphnia dubia|Arch. Environ. Contam. Toxicol.18(4): 601-611|1989|
1193518|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Hyalella azteca|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Hyalellidae|Hyalella|azteca||Crustaceans; Standard Test Species|Not reported||NR||2||3|Week(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Labile||142.7||127||162|ug/L|||||||||||||||||Labile||0.1427||0.127||0.162|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||10||NR||NR|Day(s)|Not reported|FO, COPPER SULFATE/|294128|Concurrent control|Not coded|||SEDIMENT LC50S| CHAR/(CUSO4.3CU(OH)2.H20)//ANALYSIS/ATOMIC ABSORPTION// ||20|||||C||8.5|||||mg/L||||7.9||8.2||285|||||umhos/cm|   CHAR/(CUSO4.3CU(OH)2.H20)//ANALYSIS/ATOMIC ABSORPTION// |Deaver,E., and J.H.,Jr. Rodgers|17367|Measuring Bioavailable Copper Using Anodic Stripping Voltammetry|Environ. Toxicol. Chem.15(11): 1925-1930|1996|
1051225|7440508|Copper|Not reported|Unmeasured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Neonate||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Total||219||79||608|ug/L|||||||||||||||||Total||0.219||0.079||0.608|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/PROBIT////|LC50|Not reported|Not applicable||NA||NA||NA||8||NR||NR|Day(s)|Not reported|NR|117530|Insufficient|Not coded|||| ||25|||||C||8.6||7.9||9.1|mg/L||8.4||8.2||8.6||514||350||650|umhos/cm|   |Cowgill,U.M., and D.P. Milazzo|3525|Comparison of the Effect of Metallic Copper and Copper Nitrate (Cu(NO3)2.3H2O) on Ceriodaphnia dubia Utilizing the Three-Brood Test|Bull. Environ. Contam. Toxicol.46(1): 141-145|1991|
1100694|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|36.4 UG DRY WT|Renewal|Fresh water|Lab|NR|Total||41||38||44|ug/L|||||||||||||||||Total||0.041||0.038||0.044|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|35525|Concurrent control|Not coded||UNFED|| ||19*|||||C|||||||SAT||||8.0||8.4|||||||NR|   |Lazorchak,J.M., and W.T. Waller|7270|The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight|Environ. Toxicol. Chem.12:903-911|1993|
1062388|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Gammarus pulex|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Gammaridae|Gammarus|pulex||Crustaceans; Standard Test Species|Juvenile||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|2-3 MOLT, 3-5 MM|Renewal|Fresh water|Lab|NR|Total||47||NR||NR|ug/L|||||||||||||||||Total||0.047||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|52641|Concurrent control|Not coded|||| ||12|||||C|>|80|||||%||||6.8||7.2|||||||NR|   |Taylor,E.J., S.J. Maund, and D. Pascoe|5023|Toxicity of Four Common Pollutants to the Freshwater Macroinvertebrates Chironomus riparius Meigen (Insecta:  Diptera) and Gammarus pulex (L.)|Arch. Environ. Contam. Toxicol.21:371-376|1991|
1113654|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Neonate||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Total||56||48||65|ug/L|||||||||||||||||Total||0.056||0.048||0.065|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|117530|Not reported|Not coded||WATER FROM CLINCH RIVER, VIRGINIA|PH| ||25*|||||C|||||||NR||6||||||291.8*|||||umhos/cm|   |Belanger,S.E., and D.S. Cherry|8661|Interacting Effects of pH Acclimation, pH, and Heavy Metals on Acute and Chronic Toxicity to Ceriodaphnia dubia (Cladocera)|J. Crustac. Biol.10(2): 225-235|1990|
1051147|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Dissolved||32||28||36|ug/L|Total||36||32||41|ug/L|||||||||Dissolved||0.032||0.028||0.036|AI mg/L|Total||0.036||0.032||0.041|AI mg/L|||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|35525|Satisfactory|Not coded|||FEEDING EFCTS| ||19|||||C|||||||SAT||||7.5||8.1|||||||NR|   |Lazorchak,J.M.|3522|The Significance of Weight Loss of Daphnia magna Straus During Acute Toxicity Tests with Copper|Ph.D Thesis, University of Texas, Dallas, TX:191 p.|1987|
2141827|7440508|Copper|Not reported|Measured|Not reported||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Laboratory||NR||NR||NR|NR|Not reported|NR|Renewal|Fresh water|Lab|6|Total||8.8||NR||NR|ug/L|||||||||||||||||Total||0.0088||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||21||NR||NR|Day(s)|Not reported|NR|35525|Concurrent control|Chronic||CHILLAN RIVER WATER|MEDIA EFFECTS, BLM COMPARISONS, ACUTE TO CHRONIC RATIOS| ||20|||||C|||||||NR||7.99*|||||||||||NR|   |Villavicencio,G., P. Urrestarazu, J. Arbildua, and P.H. Rodriguez|167404|Application of an Acute Biotic Ligand Model to Predict Chronic Copper Toxicity to Daphnia magna in Natural Waters of Chile and Reconstituted Synthetic Waters|Environ. Toxicol. Chem.30(10): 2319-2325|2011|
2142012|7440508|Copper|Not reported|Measured|Not reported||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Laboratory||NR||NR||NR|NR|Not reported|NR|Aquatic - not reported|Fresh water|Lab|NR|Total||28.0||NR||NR|ug/L|||||||||||||||||Total||0.028||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|35525|Not reported|Acute||MATAQUITO RIVER WATER|MEDIA EFFECTS, BLM COMPARISONS, ACUTE TO CHRONIC RATIOS| |||||||NR|||||||NR||8.02*|||||||||||NR|   |Villavicencio,G., P. Urrestarazu, J. Arbildua, and P.H. Rodriguez|167404|Application of an Acute Biotic Ligand Model to Predict Chronic Copper Toxicity to Daphnia magna in Natural Waters of Chile and Reconstituted Synthetic Waters|Environ. Toxicol. Chem.30(10): 2319-2325|2011|
2141820|7440508|Copper|Not reported|Measured|Not reported||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Laboratory||NR||NR||NR|NR|Not reported|NR|Renewal|Fresh water|Lab|6|Total||19.7||NR||NR|ug/L|||||||||||||||||Total||0.0197||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||21||NR||NR|Day(s)|Not reported|NR|35525|Concurrent control|Chronic||MAIPO RIVER WATER|MEDIA EFFECTS, BLM COMPARISONS, ACUTE TO CHRONIC RATIOS| ||20|||||C|||||||NR||8.58*|||||||||||NR|   |Villavicencio,G., P. Urrestarazu, J. Arbildua, and P.H. Rodriguez|167404|Application of an Acute Biotic Ligand Model to Predict Chronic Copper Toxicity to Daphnia magna in Natural Waters of Chile and Reconstituted Synthetic Waters|Environ. Toxicol. Chem.30(10): 2319-2325|2011|
1221549|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Ceriodaphnia dubia|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Ceriodaphnia|dubia||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Total||NR/|>|0/|<|0.5/|mg/L|||||||||||||||||Total||NR|>|0|<|0.5|AI mg/L|||||||||||||||||Mortality|Survival||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|117530|Concurrent control|Not coded|||| CONC/FROM GRAPH//||26.4||25.6||26.8|C||8.6||8.3||9.6|mg/L||8.4||8.3||9.6||493||460||550|umhos/cm|   CONC/FROM GRAPH//|Cowgill,U.M., and D.P. Milazzo|45168|The Response of the Three Brood Ceriodaphnia Test to Fifteen Formulations and Pure Compounds in Common Use|Arch. Environ. Contam. Toxicol.21(1): 35-40|1991|
1100688|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Neonate|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|37.2 UG DRY WT|Renewal|Fresh water|Lab|NR|Total||33||NR||NR|ug/L|||||||||||||||||Total||0.033||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|35525|Concurrent control|Not coded||FED|| ||19*|||||C|||||||SAT||||8.0||8.4|||||||NR|   |Lazorchak,J.M., and W.T. Waller|7270|The Relationship of Total Copper 48-H LC50s to Daphnia magna dry Weight|Environ. Toxicol. Chem.12:903-911|1993|
1051173|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Total||65||57||76|ug/L|||||||||||||||||Total||0.065||0.057||0.076|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|35525|Satisfactory|Not coded|||FEEDING EFCTS| ||19|||||C|||||||SAT|||||||||||||NR|   |Lazorchak,J.M.|3522|The Significance of Weight Loss of Daphnia magna Straus During Acute Toxicity Tests with Copper|Ph.D Thesis, University of Texas, Dallas, TX:191 p.|1987|
1051162|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Renewal|Fresh water|Lab|NR|Dissolved||25||22||29|ug/L|Total||32||28||37|ug/L|||||||||Dissolved||0.025||0.022||0.029|AI mg/L|Total||0.032||0.028||0.037|AI mg/L|||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|35525|Satisfactory|Not coded|||FEEDING EFCTS| ||19|||||C|||||||SAT||||8.11||8.23|||||||NR|   |Lazorchak,J.M.|3522|The Significance of Weight Loss of Daphnia magna Straus During Acute Toxicity Tests with Copper|Ph.D Thesis, University of Texas, Dallas, TX:191 p.|1987|
