"Test Number"|"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Kingdom "|" Species Phylum "|" Species Sub Phylum "|" Species Superclass "|" Species Class "|" Species Order "|" Species Family "|" Species Genus "|" Species "|" Variety"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Age Units"|"Organism Source"|" Organism Initial Weight Mean Op "|" Organism Initial Weight Mean "|" Organism Initial Weight Min Op "|" Organism Initial Weight Min "|" Organism Initial Weight Max Op "|" Organism Initial Weight Max "|" Organism Initial Weight Units"|Gender|"Organism Comment"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|"Conc 1 Type (Standardized) "|" Conc 1 Mean Op (Standardized) "|" Conc 1 Mean (Standardized) "|" Conc 1 Min Op (Standardized) "|" Conc Min 1 (Standardized) "|" Conc 1 Max Op (Standardized) "|" Conc 1 Max (Standardized) "|" Conc 1 Units (Standardized) "|" Conc 2 Type (Standardized) "|" Conc 2 Mean Op (Standardized) "|" Conc 2 Mean (Standardized) "|" Conc 2 Min Op (Standardized) "|" Conc Min 2 (Standardized) "|" Conc 2 Max Op (Standardized) "|" Conc 2 Max (Standardized) "|" Conc 2 Units (Standardized) "|" Conc 3 Type (Standardized) "|" Conc 3 Mean Op (Standardized) "|" Conc 3 Mean (Standardized) "|" Conc 3 Min Op (Standardized) "|" Conc Min 3 (Standardized) "|" Conc 3 Max Op (Standardized) "|" Conc 3 Max (Standardized) "|" Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|"EE Comment"|Endpoint|"Response Site"|"Statistical Significance "|" Significance Level Mean Op "|" Significance Level Mean "|" Significance Level Min Op "|" Significance Level Min "|" Significance Level Max Op "|" Significance Level Max"|" Observed Duration Mean Op (Days) "|" Observed Duration Mean (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Chemical Formulation"|"Chemical Comment"|"Species NCBI TaxID"|Control|"Test Type"|Doses|"Experimental Design"|"Other Effects"|"Result Comment"|" Temperature Mean Op "|" Temperature Mean "|" Temperature Min Op "|" Temperature Min "|" Temperature Max Op "|" Temperature Max "|" Temperature Units"|" Dissolved Oxygen Mean Op "|" Dissolved Oxygen Mean "|" Dissolved Oxygen Min Op "|" Dissolved Oxygen Min "|" Dissolved Oxygen Max Op "|" Dissolved Oxygen Max "|" Dissolved Oxygen Units"|" pH Mean Op "|" pH Mean "|" pH Min Op "|" pH Min "|" pH Max Op "|" pH Max"|" Conductivity Mean Op "|" Conductivity Mean "|" Conductivity Min Op "|" Conductivity Min "|" Conductivity Max Op "|" Conductivity Max "|" Conductivity Units"|"General Comments"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
1143735|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Measured|Not coded||99.6||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Neonate||NR||0||24|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Active ingredient||88||58||130|ug/L|||||||||||||||||Active ingredient||0.088||0.058||0.13|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Pure|NR|35525|Satisfactory|Not coded||DILUTION WATER IONS, ORGANIC C, CONDUCTIVITY, TURBIDITY|| ||22.8|||||C||7.11||7.04||7.18|mg/L||8.56||8.53||8.61|||||||NR|   |Thurston,R.V., T.A. Gilfoil, E.L. Meyn, R.K. Zajdel, T.L. Aoki, and G.D. Veith|12004|Comparative Toxicity of Ten Organic Chemicals to Ten Common Aquatic Species|Water Res.19(9): 1145-1155|1985|
1090920|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Not reported|Not coded||99||NR||NR|Gammarus lacustris|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Gammaridae|Gammarus|lacustris||Crustaceans; Standard Test Species|Mature||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Active ingredient||3.0||2||4.5|AI ug/L|||||||||||||||||Active ingredient||0.003||0.002||0.0045|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Pure|TECHNICAL MATERIAL|52639|Concurrent control|Not coded|||| ||21|||||C|||||||NR||7.1|||||||||||NR|   |Mayer,F.L.,Jr., and M.R. Ellersieck|6797|Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals|USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.|1986|
1025525|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Technical grade, technical product, technical formulation|Unmeasured|Not coded||NR||NR||NR|Gammarus fasciatus|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Gammaridae|Gammarus|fasciatus||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Static|Fresh water|Lab|NR|Active ingredient||0.90||NR||NR|ug/L|||||||||||||||||Active ingredient||0.0009||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TL50////|LC50|Not reported|Not applicable||NA||NA||NA||5||NR||NR|Day(s)|Not reported|NR|315707|Concurrent control|Not coded|||| ||21|||||C||8|||||mg/L||7.4|||||||||||NR|   |Sanders,H.O.|887|Toxicity of Some Insecticides to Four Species of Malacostracan Crustaceans|Tech. Pap. Bur. Sport Fish. Wildl.66:19 p.|1972|
1100814|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||NR||NR||NR|Gammarus fossarum|Scud|Animalia|Arthropoda|Crustacea||Malacostraca|Amphipoda|Gammaridae|Gammarus|fossarum||Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|NR|Not reported|Fresh water|Lab|NR|Formulation||0.15||0.081||86.2|ug/L|||||||||||||||||Formulation||0.00015||0.000081||0.0862|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|NR|52638|Insufficient|Not coded|||LC90 RPTD| ||16|||||C|||||||NR|||||||||||||NR|   |Trnkova,J.|7280|Toxic Effect of Endrin on Aquatic Invertebrates|Prirodoved. Pr. Ust. Akad. Ved Brne11(3): 1-30|1977|
1044233|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Water Flea|Animalia|Arthropoda|Crustacea||Branchiopoda|Diplostraca|Daphniidae|Daphnia|magna||Crustaceans; Standard Test Species|Larva|<|24||NR||NR|Hour(s)|Not reported||NC||NC||NC|NC|Not coded|1ST INSTAR|Renewal|Fresh water|Lab|NR|Formulation||900||NR||NR|ug/L|||||||||||||||||Formulation||0.9||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50*/|Not reported|Not applicable||NA||NA||NA||1.0833||NR||NR|Day(s)|Not reported|NR|35525|Carrier or solvent|Not coded||STANDARD TEST MEDIUM USED: PURIFIED DISTILLED H2O + NAHCO3,|| W CHEM CONT/CACL2, K2SO4// CARRIER/ACETONE, 1 %// CONTR/ CARRIER CONTROL// ENDPT/MORIBUND COUNTED AS DEAD//||19|||||C|||||||NR|||||||||||||NR|   W CHEM CONT/CACL2, K2SO4// CARRIER/ACETONE, 1 %// CONTR/ CARRIER CONTROL// ENDPT/MORIBUND COUNTED AS DEAD//|Frear,D.E.H., and J.E. Boyd|2820|Use of Daphnia magna for the Microbioassay of Pesticides.  I.  Development of Standardized Techniques for Rearing Daphnia and Preparation of Dosage-Mortality Curves for Pesticides|J. Econ. Entomol.60(5): 1228-1236|1967|
1112337|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||NR||NR||NR|Coregonus peled|Whitefish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Coregonus|peled||Fish|Larva||11||NR||NR|Day(s)|Not reported||NC||NC||NC|NC|Not coded|11.8 MM, PTERYGIO|Static|Fresh water|Lab|NR|Active ingredient||7.8||4.4||13.5|ug/L|||||||||||||||||Active ingredient||0.0078||0.0044||0.0135|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||.5||NR||NR|Day(s)|Not reported|ENDRIN 20 SPOLANA,/|107322|Insufficient|Not coded||ACIDITY, FE, NH4, PO4, NO3, NO2, CL|LC90 RPTD, SYMPTOMS DESCR| PURITY/21.24 % ENDRIN, COMPOSITION DESCR// ||18|||||C|||||||NR||6|||||||||||NR|   PURITY/21.24 % ENDRIN, COMPOSITION DESCR// |Wohlgemuth,E.|8480|Toxicity of Endrin to Some Species of Aquatic Vertebrates|Prirodoved. Pr. Ust. Akad. Ved Brne11(6): 1-38|1977|
1112321|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||NR||NR||NR|Coregonus lavaretus|Pollan, Whitefish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Coregonus|lavaretus||Fish|Embryo||2||NR||NR|Day(s)|Not reported||NC||NC||NC|NC|Not coded|11.5 MM, ELEUTER|Static|Fresh water|Lab|NR|Active ingredient||204.9||143.6||326.6|ug/L|||||||||||||||||Active ingredient||0.2049||0.1436||0.3266|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||.5||NR||NR|Day(s)|Not reported|ENDRIN 20 SPOLANA,/|59291|Insufficient|Not coded||ACIDITY, FE, NH4, PO4, NO3, NO2, CL|LC90 RPTD, SYMPTOMS DESCR| PURITY/21.24 % ENDRIN, COMPOSITION DESCR// ||18|||||C|||||||NR||6|||||||||||NR|   PURITY/21.24 % ENDRIN, COMPOSITION DESCR// |Wohlgemuth,E.|8480|Toxicity of Endrin to Some Species of Aquatic Vertebrates|Prirodoved. Pr. Ust. Akad. Ved Brne11(6): 1-38|1977|
1086197|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Measured|Not coded||20||NR||NR|Barbus dorsalis|Two Spot African Barb|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Barbus|dorsalis||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|6-8.5 CM|Static|Fresh water|Lab|NR|Active ingredient||3.65||NR||NR|ug/L|||||||||||||||||Active ingredient||0.00365||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50*|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Emulsifiable concentrate|E||Satisfactory|Not coded||CHLORIDES,AMMONICAL-N,ALBUMINOID-N,NITRIC-N|RAPID SWIMMING,IRREGULAR MOVEMENTS OF OPERCULUM,ESCAPEF| O EFCT CONT/ATTEMPTS,FEEBLE MOVEMENTS WITH BELLIES UP,SANK BEFORE DEATH// CONTR/0% MORT// |||||||NR|||||||NR||8.9|||||||||||NR|   O EFCT CONT/ATTEMPTS,FEEBLE MOVEMENTS WITH BELLIES UP,SANK BEFORE DEATH// CONTR/0% MORT// |Rao,T.S., S. Dutt, and K. Mangaiah|6722|TLM Values of Some Modern Pesticides to the Freshwater Fish - Puntius puckelli|Environ. Health (London)9:103-109|1967|
1112385|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||NR||NR||NR|Tinca tinca|Tench|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Tinca|tinca||Fish|Juvenile||4||NR||NR|Month(s)|Not reported||NC||NC||NC|NC|Not coded|84.5 MM|Static|Fresh water|Lab|NR|Active ingredient||22.2||13.9||35.2|ug/L|||||||||||||||||Active ingredient||0.0222||0.0139||0.0352|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||.5||NR||NR|Day(s)|Not reported|ENDRIN 20 SPOLANA,/|27717|Insufficient|Not coded||ACIDITY, FE, NH4, PO4, NO3, NO2, CL|LC90 RPTD, SYMPTOMS DESCR| PURITY/21.24 % ENDRIN, COMPOSITION RPTD// ||20|||||C|||||||NR||6|||||||||||NR|   PURITY/21.24 % ENDRIN, COMPOSITION RPTD// |Wohlgemuth,E.|8480|Toxicity of Endrin to Some Species of Aquatic Vertebrates|Prirodoved. Pr. Ust. Akad. Ved Brne11(6): 1-38|1977|
1128561|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Technical grade, technical product, technical formulation|Unmeasured|Not coded||NR||NR||NR|Notemigonus crysoleucas|Golden Shiner|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Notemigonus|crysoleucas||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|RESISTANT POPULATION, 2.43 G|Static|Fresh water|Lab|NR|Active ingredient||3.0||NR||NR|ug/L|||||||||||||||||Active ingredient||0.003||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||1.5||NR||NR|Day(s)|Not reported|NR|28800|Multiple types of controls were reported by the author|Not coded|||| ||20|||||C|||||||NR||7.4|||||||||||NR|   |Ferguson,D.E., D.D. Culley, W.D. Cotton, and R.P. Dodds|10341|Resistance to Chlorinated Hydrocarbon Insecticides in Three Species of Freshwater Fish|Bioscience14(1): 43-44|1964|
1080608|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Technical grade, technical product, technical formulation|Unmeasured|Not coded||NR||NR||NR|Micropterus salmoides|Largemouth Bass|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Perciformes|Centrarchidae|Micropterus|salmoides||Fish|Fingerling||NR||NR||NR|Not reported|Government agency||NC||NC||NC|NC|Not reported|3.4 (3.0-4.3)CMTL,2.9 (2.7-3.2)CMSL|Static|Fresh water|Lab|>=5|Active ingredient||0.27||NR||NR|ppb|||||||||||||||||Active ingredient||0.00027||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|NR|27706|Carrier or solvent|Not coded|||MIXTURE| TESTID/1//MSMT/NR//DOSES/0.1-0.5 PPB//SOURCE/GOV//WTINT/0.475 G//DNUM/>=5//SEX/NR//TMETH/NR//STYPE/NR//ETIME/48 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//||||62||64|F|||||||NR|||||||||||||NR|   TESTID/1//MSMT/NR//DOSES/0.1-0.5 PPB//SOURCE/GOV//WTINT/0.475 G//DNUM/>=5//SEX/NR//TMETH/NR//STYPE/NR//ETIME/48 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|Fabacher,D.L.|6207|Toxicity of Endrin and an Endrin-Methyl Parathion Formulation to Largemouth Bass Fingerlings|Bull. Environ. Contam. Toxicol.16(3): 376-378|1976|
1152324|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||NR||NR||NR|Gambusia affinis|Western Mosquitofish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Poeciliidae|Gambusia|affinis||Fish|Fry||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|BEHERA STRAIN , 2.06 CM, 222 MG|Static|Fresh water|Lab|NR|Formulation||10.91||6.80||17.50|ug/L|||||||||||||||||Formulation||0.01091||0.0068||0.0175|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||1||NR||NR|Day(s)|Not reported|PU,T|33528|Satisfactory|Not coded|||RSD| |||||||NR|||||||NR|||||||||||||NR|   |El Sebae,A.H., M.A. El Amayem, I. Sharaf, and M. Massod|13099|Factors Affecting Acute and Chronic Toxicity of Chlorinated Pesticides and Their Biomagnification in Alexandria Region|FAO Fish. Rep.334(suppl.): 73-79|1986|
1112328|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||NR||NR||NR|Coregonus lavaretus|Pollan, Whitefish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Coregonus|lavaretus||Fish|Larva||8||NR||NR|Day(s)|Not reported||NC||NC||NC|NC|Not coded|13.0 MM, PROTOPTERYGIO|Static|Fresh water|Lab|NR|Active ingredient||0.06||0.04||0.07|ug/L|||||||||||||||||Active ingredient||0.00006||0.00004||0.00007|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||3||NR||NR|Day(s)|Not reported|ENDRIN 20 SPOLANA,/|59291|Insufficient|Not coded||ACIDITY, FE, NH4, PO4, NO3, NO2, CL|LC90 RPTD, SYMPTOMS DESCR| PURITY/21.24 % ENDRIN, COMPOSITION DESCR// ||18|||||C|||||||NR||6|||||||||||NR|   PURITY/21.24 % ENDRIN, COMPOSITION DESCR// |Wohlgemuth,E.|8480|Toxicity of Endrin to Some Species of Aquatic Vertebrates|Prirodoved. Pr. Ust. Akad. Ved Brne11(6): 1-38|1977|
1112287|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||20||NR||NR|Carassius carassius|Crucian Carp|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Carassius|carassius||Fish|Juvenile||4||NR||NR|Month(s)|Not reported||NC||NC||NC|NC|Not coded|38.4 MM|Static|Fresh water|Lab|NR|Active ingredient||214.5||119.2||1388.1|ug/L|||||||||||||||||Active ingredient||0.2145||0.1192||1.3881|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Pure|ENDRIN MAAG, ENDRIN|217509|Insufficient|Not coded||ACIDITY, FE, NH4, PO4, NO3, NO2, CL|LC90 RPTD, SYMPTOMS DESCR| CODE/TAP WATER// ||15|||||C|||||||NR||6|||||||||||NR|   CODE/TAP WATER// |Wohlgemuth,E.|8480|Toxicity of Endrin to Some Species of Aquatic Vertebrates|Prirodoved. Pr. Ust. Akad. Ved Brne11(6): 1-38|1977|
1112383|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||NR||NR||NR|Tinca tinca|Tench|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Tinca|tinca||Fish|Juvenile||4||NR||NR|Month(s)|Not reported||NC||NC||NC|NC|Not coded|84.5 MM|Static|Fresh water|Lab|NR|Active ingredient||19.6||13.9||27.5|ug/L|||||||||||||||||Active ingredient||0.0196||0.0139||0.0275|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||2||NR||NR|Day(s)|Not reported|ENDRIN 20 SPOLANA,/|27717|Insufficient|Not coded||ACIDITY, FE, NH4, PO4, NO3, NO2, CL|LC90 RPTD, SYMPTOMS DESCR| PURITY/21.24 % ENDRIN, COMPOSITION RPTD// ||15|||||C|||||||NR||6|||||||||||NR|   PURITY/21.24 % ENDRIN, COMPOSITION RPTD// |Wohlgemuth,E.|8480|Toxicity of Endrin to Some Species of Aquatic Vertebrates|Prirodoved. Pr. Ust. Akad. Ved Brne11(6): 1-38|1977|
1033402|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||NR||NR||NR|Pimephales notatus|Bluntnose Minnow|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Pimephales|notatus||Fish|Not reported||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|40.6 MM|Flow-through|Fresh water|Lab|NR|Formulation||0.24||NR||NR|ug/L|||||||||||||||||Formulation||0.00024||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|MSMT/TLM////|LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|ENDRIN|51138|Carrier or solvent|Not coded|||OPTIC DISK-MEASUREMENT| ||22.2|||||C||7.5||6.4||9.1|mg/L||8.4||7.5||9.0|||||||NR|   |Mount,D.I.|2098|Chronic Effects of Endrin on Bluntnose Minnows and Guppies|Res.Rep.58, Fish Wildl.Serv., Bur.Sport Fish.Wildl., U.S.D.I., Washington, D.C.:38 p.|1962|
1340840|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Technical grade, technical product, technical formulation|Unmeasured|Not coded||NR||NR||NR|Gambusia affinis|Western Mosquitofish|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cyprinodontiformes|Poeciliidae|Gambusia|affinis||Fish|Fry||NR||NR||NR|Not reported|Not reported||NC||NC||NC|NC|Not coded|0.222 G,WTINT, 2.06 CM, BEHERA/|Not reported|Fresh water|Lab|NR|Active ingredient||5.27||3.36||8.27|ug/L|||||||||||||||||Active ingredient||0.00527||0.00336||0.00827|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||4||NR||NR|Day(s)|Not reported|Endrin|33528|Concurrent control|Not coded||6 REPLICATES|| LIFESTG/STRAIN//DOSES/NA ug/L//TESTID/11//||25*|||||C|||||||NR|||||||||||||NR|   LIFESTG/STRAIN//DOSES/NA ug/L//TESTID/11//|El-Sebae,A.H.|18337|Acute and Chronic Toxicity to Marine Biota of Widely Used Dispersants, PCBs, Chlorinated Pesticides and Their Combinations and Their Biomagnification in Alexandria Region|MAP Tech. Rep. Ser.10:109-118|1987|
1112313|72208|3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-[2,7:3,6-dimethanonaphth[2,3-b]oxirene,[1a alpha,2 beta,2a beta,3 alpha,6 alpha,6a beta,7 beta,7a alpha]|Not reported|Unmeasured|Not coded||20||NR||NR|Tinca tinca|Tench|Animalia|Chordata|Vertebrata|Osteichthyes|Actinopterygii|Cypriniformes|Cyprinidae|Tinca|tinca||Fish|Juvenile||4||NR||NR|Month(s)|Not reported||NC||NC||NC|NC|Not coded|82.5 MM|Static|Fresh water|Lab|NR|Active ingredient||61.3||NR||NR|ug/L|||||||||||||||||Active ingredient||0.0613||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality||LC50|Not reported|Not applicable||NA||NA||NA||.5||NR||NR|Day(s)|Pure|ENDRIN MAAG, ENDRIN|27717|Insufficient|Not coded||ACIDITY, FE, NH4, PO4, NO3, NO2, CL|LC90 RPTD, SYMPTOMS DESCR| CODE/TAP WATER// |||||||NR|||||||NR||6|||||||||||NR|   CODE/TAP WATER// |Wohlgemuth,E.|8480|Toxicity of Endrin to Some Species of Aquatic Vertebrates|Prirodoved. Pr. Ust. Akad. Ved Brne11(6): 1-38|1977|
